StockReferenceID;IssueID;Condition;AvailableQty;Price
30645;5944;Fine;5;122.72
30646;5945;Fine;5;21.41
30647;5946;Fine;31;44.16
30648;5947;Fine;9;158.77
30649;5948;Fine;21;155.53
30650;5949;Fine;42;57.94
30651;5950;Fine;29;2.79
30652;5951;Fine;14;121.93
30653;5952;Fine;11;180.71
30654;5953;Fine;30;227.38
30655;5954;Fine;19;148.12
30656;5955;Fine;9;127.67
30657;5956;Fine;45;74.53
30658;5957;Fine;9;1.05
30659;5958;Fine;27;131.29
30660;5959;Fine;32;186.78
30661;5960;Fine;20;111.23
30662;5961;Fine;23;60.45
30663;5962;Fine;31;217.05
30664;5963;Fine;5;151.29
30665;5964;Fine;8;17.99
30666;5965;Fine;11;225.37
30667;5966;Fine;44;1.91
30668;5967;Fine;0;49.41
30669;5968;Fine;7;120.96
30670;5969;Fine;39;209.37
30671;5970;Fine;41;225.70
30672;5971;Fine;47;167.37
30673;5972;Fine;35;103.64
30674;5973;Fine;9;198.54
30675;5974;Fine;7;27.78
30676;5975;Fine;12;122.41
30677;5976;Fine;22;179.25
30678;5977;Fine;17;77.77
30679;5978;Fine;36;147.43
30680;5979;Fine;38;114.61
30681;5980;Fine;19;13.81
30682;5981;Fine;27;41.69
30683;5982;Fine;7;215.82
30684;5983;Fine;8;151.28
30685;5984;Fine;25;103.60
30686;5985;Fine;24;190.37
30687;5986;Fine;26;107.18
30688;5987;Fine;31;9.37
30689;5988;Fine;1;202.08
30690;5989;Fine;19;63.49
30691;5990;Fine;27;57.83
30692;5991;Fine;39;230.45
30693;5992;Fine;29;84.86
30694;5993;Fine;47;74.08
30695;5994;Fine;21;55.96
30696;5995;Fine;5;118.35
30697;5996;Fine;36;127.29
30698;5997;Fine;16;170.11
30699;5998;Fine;3;32.19
30700;5999;Fine;36;206.90
30701;6000;Fine;13;140.02
30702;6001;Fine;40;117.87
30703;6002;Fine;25;119.10
30704;6003;Fine;38;187.93
30705;6004;Fine;18;138.77
30706;6005;Fine;40;184.22
30707;6006;Fine;32;211.08
30708;6007;Fine;48;98.34
30709;6008;Fine;34;51.66
30710;6009;Fine;4;153.12
30711;6010;Fine;31;228.09
30712;6011;Fine;14;10.73
30713;6012;Fine;10;154.62
30714;6013;Fine;40;111.60
30715;6014;Fine;24;74.07
30716;6015;Fine;18;54.56
30717;6016;Fine;17;16.61
30718;6017;Fine;24;240.43
30719;6018;Fine;0;80.41
30720;6019;Fine;33;62.67
30721;6020;Fine;28;121.02
30722;6021;Fine;24;185.06
30723;6022;Fine;18;207.99
30724;6023;Fine;10;234.62
30725;6024;Fine;7;78.51
30726;6025;Fine;46;173.28
30727;6026;Fine;7;111.02
30728;6027;Fine;45;213.53
30729;6028;Fine;10;105.88
30730;6029;Fine;28;107.33
30731;6030;Fine;10;233.45
30732;6031;Fine;25;77.79
30733;6032;Fine;29;56.57
30734;6033;Fine;45;17.67
30735;6034;Fine;45;83.19
30736;6035;Fine;9;247.19
30737;6036;Fine;26;94.95
30738;6037;Fine;27;56.51
30739;6038;Fine;39;129.75
30740;6039;Fine;2;0.20
30741;6040;Fine;42;37.43
30742;6041;Fine;3;74.86
30743;6042;Fine;49;179.11
30744;6043;Fine;34;35.00
30745;6044;Fine;11;137.97
30746;6045;Fine;37;153.53
30747;6046;Fine;5;141.35
30748;6047;Fine;49;9.23
30749;6048;Fine;32;108.29
30750;6049;Fine;26;38.70
30751;6050;Fine;26;235.29
30752;6051;Fine;5;245.46
30753;6052;Fine;39;67.63
30754;6053;Fine;11;246.65
30755;6054;Fine;1;217.09
30756;6055;Fine;28;150.96
30757;6056;Fine;41;171.58
30758;6057;Fine;15;207.30
30759;6058;Fine;23;171.71
30760;6059;Fine;24;113.18
30761;6060;Fine;22;65.27
30762;6061;Fine;5;19.33
30763;6062;Fine;21;235.28
30764;6063;Fine;25;125.35
30765;6064;Fine;15;220.27
30766;6065;Fine;5;51.14
30767;6066;Fine;37;166.36
30768;6067;Fine;25;205.24
30769;6068;Fine;19;143.15
30770;6069;Fine;13;31.36
30771;6070;Fine;37;166.86
30772;6071;Fine;28;215.35
30773;6072;Fine;15;132.84
30774;6073;Fine;18;215.02
30775;6074;Fine;28;157.81
30776;6075;Fine;39;54.84
30777;6076;Fine;26;148.72
30778;6077;Fine;34;135.68
30779;6078;Fine;25;126.26
30780;6079;Fine;28;113.48
30781;6080;Fine;35;90.56
30782;6081;Fine;17;218.63
30783;6082;Fine;22;218.96
30784;6083;Fine;17;22.36
30785;6084;Fine;43;84.49
30786;6085;Fine;36;234.39
30787;6086;Fine;37;103.42
30788;6087;Fine;1;100.80
30789;6088;Fine;31;8.46
30790;6089;Fine;4;75.17
30791;6090;Fine;49;208.44
30792;6091;Fine;24;182.14
30793;6092;Fine;21;54.14
30794;6093;Fine;0;145.69
30795;6094;Fine;38;51.37
30796;6095;Fine;18;77.58
30797;6096;Fine;11;55.35
30798;6097;Fine;19;36.30
30799;6098;Fine;6;150.45
30800;6099;Fine;22;38.04
30801;6100;Fine;11;71.62
30802;6101;Fine;11;182.73
30803;6102;Fine;10;30.00
30804;6103;Fine;45;128.12
30805;6104;Fine;14;16.21
30806;6105;Fine;1;220.24
30807;6106;Fine;37;133.36
30808;6107;Fine;3;93.34
30809;6108;Fine;28;113.70
30810;6109;Fine;39;122.92
30811;6110;Fine;4;93.67
30812;6111;Fine;1;134.11
30813;6112;Fine;1;204.38
30814;6113;Fine;44;173.07
30815;6114;Fine;34;4.60
30816;6115;Fine;8;12.53
30817;6116;Fine;36;245.55
30818;6117;Fine;49;104.37
30819;6118;Fine;49;172.15
30820;6119;Fine;37;102.71
30821;6120;Fine;6;62.19
30822;6121;Fine;33;8.05
30823;6122;Fine;46;43.72
30824;6123;Fine;46;234.25
30825;6124;Fine;24;239.53
30826;6125;Fine;42;163.62
30827;6126;Fine;23;74.75
30828;6127;Fine;34;19.76
30829;6128;Fine;21;88.01
30830;6129;Fine;38;100.30
30831;6130;Fine;30;160.36
30832;6131;Fine;4;175.45
30833;6132;Fine;25;231.46
30834;6133;Fine;36;123.75
30835;6134;Fine;47;205.88
30836;6135;Fine;35;209.92
30837;6136;Fine;49;86.24
30838;6137;Fine;5;163.09
30839;6138;Fine;36;29.89
30840;6139;Fine;21;151.50
30841;6140;Fine;30;90.24
30842;6141;Fine;39;156.97
30843;6142;Fine;17;219.47
30844;6143;Fine;29;198.72
30845;6144;Fine;41;102.91
30846;6145;Fine;34;116.27
30847;6146;Fine;43;215.93
30848;6147;Fine;22;185.39
30849;6148;Fine;46;4.30
30850;6149;Fine;1;205.60
30851;6150;Fine;20;5.67
30852;6151;Fine;16;125.40
30853;6152;Fine;20;104.06
30854;6153;Fine;32;163.61
30855;6154;Fine;1;89.26
30856;6155;Fine;9;237.98
30857;6156;Fine;1;67.12
30858;6157;Fine;3;207.96
30859;6158;Fine;28;155.53
30860;6159;Fine;38;133.06
30861;6160;Fine;45;18.64
30862;6161;Fine;17;174.49
30863;6162;Fine;32;234.02
30864;6163;Fine;7;138.26
30865;6164;Fine;30;115.54
30866;6165;Fine;28;150.42
30867;6166;Fine;41;31.90
30868;6167;Fine;8;134.76
30869;6168;Fine;45;195.60
30870;6169;Fine;49;99.78
30871;6170;Fine;43;34.57
30872;6171;Fine;1;65.07
30873;6172;Fine;21;47.16
30874;6173;Fine;1;129.64
30875;6174;Fine;15;66.55
30876;6175;Fine;7;104.87
30877;6176;Fine;12;55.65
30878;6177;Fine;14;184.99
30879;6178;Fine;38;193.71
30880;6179;Fine;19;96.77
30881;6180;Fine;38;3.96
30882;6181;Fine;23;211.27
30883;6182;Fine;45;246.33
30884;6183;Fine;11;148.38
30885;6184;Fine;28;225.73
30886;6185;Fine;40;10.78
30887;6186;Fine;41;203.47
30888;6187;Fine;16;71.26
30889;6188;Fine;28;65.14
30890;6189;Fine;8;189.33
30891;6190;Fine;6;183.60
30892;6191;Fine;38;92.44
30893;6192;Fine;46;237.63
30894;6193;Fine;18;26.24
30895;6194;Fine;3;63.39
30896;6195;Fine;16;234.01
30897;6196;Fine;11;92.52
30898;6197;Fine;15;126.61
30899;6198;Fine;22;197.23
30900;6199;Fine;28;139.04
30901;6200;Fine;45;114.68
30902;6201;Fine;4;25.65
30903;6202;Fine;43;98.97
30904;6203;Fine;24;137.42
30905;6204;Fine;46;50.94
30906;6205;Fine;14;58.37
30907;6206;Fine;17;64.56
30908;6207;Fine;29;149.01
30909;6208;Fine;23;176.70
30910;6209;Fine;10;122.08
30911;6210;Fine;44;234.82
30912;6211;Fine;25;127.77
30913;6212;Fine;25;25.12
30914;6213;Fine;43;214.81
30915;6214;Fine;49;58.61
30916;6215;Fine;47;68.42
30917;6216;Fine;40;58.94
30918;6217;Fine;34;196.20
30919;6218;Fine;1;66.86
30920;6219;Fine;20;90.75
30921;6220;Fine;48;24.69
30922;6221;Fine;46;224.70
30923;6222;Fine;36;247.07
30924;6223;Fine;42;98.92
30925;6224;Fine;22;158.19
30926;6225;Fine;5;198.34
30927;6226;Fine;42;222.37
30928;6227;Fine;46;100.31
30929;6228;Fine;6;195.80
30930;6229;Fine;19;4.45
30931;6230;Fine;22;204.52
30932;6231;Fine;17;121.86
30933;6232;Fine;40;180.93
30934;6233;Fine;2;100.76
30935;6234;Fine;24;248.41
30936;6235;Fine;5;7.10
30937;6236;Fine;9;11.25
30938;6237;Fine;17;47.74
30939;6238;Fine;24;201.95
30940;6239;Fine;46;213.01
30941;6240;Fine;10;39.63
30942;6241;Fine;14;76.00
30943;6242;Fine;3;243.77
30944;6243;Fine;34;0.51
30945;6244;Fine;7;4.25
30946;6245;Fine;46;95.75
30947;6246;Fine;4;175.22
30948;6247;Fine;14;179.51
30949;6248;Fine;5;84.42
30950;6249;Fine;11;147.02
30951;6250;Fine;14;222.18
30952;6251;Fine;14;185.50
30953;6252;Fine;20;170.65
30954;6253;Fine;3;26.77
30955;6254;Fine;18;78.16
30956;6255;Fine;1;25.70
30957;6256;Fine;37;89.95
30958;6257;Fine;1;23.63
30959;6258;Fine;36;166.51
30960;6259;Fine;39;244.52
30961;6260;Fine;21;135.02
30962;6261;Fine;18;187.63
30963;6262;Fine;5;234.23
30964;6263;Fine;4;182.08
30965;6264;Fine;7;194.83
30966;6265;Fine;47;141.03
30967;6266;Fine;42;155.74
30968;6267;Fine;19;199.30
30969;6268;Fine;20;194.79
30970;6269;Fine;16;168.00
30971;6270;Fine;13;40.24
30972;6271;Fine;48;42.38
30973;6272;Fine;29;35.23
30974;6273;Fine;15;243.60
30975;6274;Fine;4;41.79
30976;6275;Fine;36;108.40
30977;6276;Fine;21;70.30
30978;6277;Fine;2;235.61
30979;6278;Fine;20;137.23
30980;6279;Fine;41;58.58
30981;6280;Fine;13;190.34
30982;6281;Fine;14;162.03
30983;6282;Fine;48;145.41
30984;6283;Fine;39;14.01
30985;6284;Fine;2;92.25
30986;6285;Fine;20;186.23
30987;6286;Fine;47;138.91
30988;6287;Fine;40;170.99
30989;6288;Fine;38;55.82
30990;6289;Fine;44;84.84
30991;6290;Fine;5;211.53
30992;6291;Fine;37;143.99
30993;6292;Fine;31;185.11
30994;6293;Fine;23;157.08
30995;6294;Fine;49;136.36
30996;6295;Fine;34;25.61
30997;6296;Fine;28;127.70
30998;6297;Fine;10;10.94
30999;6298;Fine;5;72.55
31000;6299;Fine;2;200.58
31001;6300;Fine;11;247.87
31002;6301;Fine;28;130.02
31003;6302;Fine;35;136.29
31004;6303;Fine;15;40.56
31005;6304;Fine;39;150.34
31006;6305;Fine;25;211.59
31007;6306;Fine;41;161.04
31008;6307;Fine;48;153.15
31009;6308;Fine;36;168.71
31010;6309;Fine;43;182.42
31011;6310;Fine;21;106.02
31012;6311;Fine;38;93.70
31013;6312;Fine;5;14.20
31014;6313;Fine;42;216.49
31015;6314;Fine;14;25.80
31016;6315;Fine;15;128.15
31017;6316;Fine;24;188.94
31018;6317;Fine;41;82.14
31019;6318;Fine;48;133.97
31020;6319;Fine;38;103.50
31021;6320;Fine;12;217.64
31022;6321;Fine;31;120.41
31023;6322;Fine;36;15.10
31024;6323;Fine;20;177.32
31025;6324;Fine;44;47.17
31026;6325;Fine;40;125.03
31027;6326;Fine;30;223.21
31028;6327;Fine;28;184.71
31029;6328;Fine;22;212.23
31030;6329;Fine;15;188.55
31031;6330;Fine;28;130.78
31032;6331;Fine;23;227.62
31033;6332;Fine;19;63.53
31034;6333;Fine;30;249.68
31035;6334;Fine;49;239.66
31036;6335;Fine;46;3.99
31037;6336;Fine;12;134.88
31038;6337;Fine;13;57.28
31039;6338;Fine;12;232.31
31040;6339;Fine;38;38.46
31041;6340;Fine;3;232.01
31042;6341;Fine;22;211.40
31043;6342;Fine;21;237.02
31044;6343;Fine;44;162.45
31045;6344;Fine;1;217.14
31046;6345;Fine;38;139.28
31047;6346;Fine;0;180.13
31048;6347;Fine;44;53.06
31049;6348;Fine;24;68.38
31050;6349;Fine;0;1.86
31051;6350;Fine;28;37.80
31052;6351;Fine;0;227.69
31053;6352;Fine;34;85.00
31054;6353;Fine;23;238.02
31055;6354;Fine;10;136.03
31056;6355;Fine;21;248.53
31057;6356;Fine;22;105.20
31058;6357;Fine;7;60.03
31059;6358;Fine;46;240.07
31060;6359;Fine;3;131.09
31061;6360;Fine;23;50.41
31062;6361;Fine;29;82.81
31063;6362;Fine;43;84.10
31064;6363;Fine;24;88.97
31065;6364;Fine;2;228.28
31066;6365;Fine;6;14.26
31067;6366;Fine;34;41.20
31068;6367;Fine;19;79.38
31069;6368;Fine;0;246.05
31070;6369;Fine;20;219.42
31071;6370;Fine;26;238.63
31072;6371;Fine;30;239.26
31073;6372;Fine;27;70.96
31074;6373;Fine;22;73.96
31075;6374;Fine;35;19.25
31076;6375;Fine;27;175.41
31077;6376;Fine;20;169.97
31078;6377;Fine;46;104.26
31079;6378;Fine;25;158.53
31080;6379;Fine;37;183.65
31081;6380;Fine;46;53.23
31082;6381;Fine;27;171.32
31083;6382;Fine;32;188.32
31084;6383;Fine;36;30.22
31085;6384;Fine;1;89.25
31086;6385;Fine;47;240.63
31087;6386;Fine;4;122.42
31088;6387;Fine;4;244.60
31089;6388;Fine;45;190.57
31090;6389;Fine;41;43.00
31091;6390;Fine;6;12.22
31092;6391;Fine;2;93.43
31093;6392;Fine;15;99.11
31094;6393;Fine;34;67.02
31095;6394;Fine;28;120.85
31096;6395;Fine;16;154.86
31097;6396;Fine;3;130.29
31098;6397;Fine;44;133.35
31099;6398;Fine;3;125.62
31100;6399;Fine;3;19.29
31101;6400;Fine;11;9.31
31102;6401;Fine;43;149.50
31103;6402;Fine;28;24.04
31104;6403;Fine;34;243.73
31105;6404;Fine;44;48.51
31106;6405;Fine;0;202.61
31107;6406;Fine;19;16.94
31108;6407;Fine;1;35.77
31109;6408;Fine;10;54.47
31110;6409;Fine;6;184.99
31111;6410;Fine;9;95.41
31112;6411;Fine;33;246.01
31113;6412;Fine;10;149.93
31114;6413;Fine;5;101.24
31115;6414;Fine;48;46.25
31116;6415;Fine;39;75.51
31117;6416;Fine;14;133.59
31118;6417;Fine;11;183.67
31119;6418;Fine;29;145.66
31120;6419;Fine;33;25.71
31121;6420;Fine;7;27.75
31122;6421;Fine;21;62.47
31123;6422;Fine;38;246.50
31124;6423;Fine;9;210.96
31125;6424;Fine;21;116.34
31126;6425;Fine;27;60.98
31127;6426;Fine;34;149.93
31128;6427;Fine;3;1.13
31129;6428;Fine;27;218.95
31130;6429;Fine;48;190.73
31131;6430;Fine;7;187.60
31132;6431;Fine;12;62.26
31133;6432;Fine;22;166.49
31134;6433;Fine;12;98.88
31135;6434;Fine;22;56.94
31136;6435;Fine;34;10.42
31137;6436;Fine;30;83.99
31138;6437;Fine;44;63.11
31139;6438;Fine;34;37.93
31140;6439;Fine;11;158.65
31141;6440;Fine;5;215.75
31142;6441;Fine;2;237.94
31143;6442;Fine;36;90.66
31144;6443;Fine;32;91.97
31145;6444;Fine;10;154.38
31146;6445;Fine;14;58.62
31147;6446;Fine;38;210.26
31148;6447;Fine;49;22.41
31149;6448;Fine;7;95.09
31150;6449;Fine;13;17.35
31151;6450;Fine;33;183.31
31152;6451;Fine;13;216.37
31153;6452;Fine;26;35.66
31154;6453;Fine;41;89.24
31155;6454;Fine;36;165.84
31156;6455;Fine;10;206.83
31157;6456;Fine;42;101.92
31158;6457;Fine;34;3.10
31159;6458;Fine;42;190.87
31160;6459;Fine;7;245.77
31161;6460;Fine;3;134.22
31162;6461;Fine;33;192.31
31163;6462;Fine;21;208.06
31164;6463;Fine;28;213.79
31165;6464;Fine;3;72.38
31166;6465;Fine;7;240.78
31167;6466;Fine;18;55.36
31168;6467;Fine;38;152.05
31169;6468;Fine;49;177.24
31170;6469;Fine;27;98.47
31171;6470;Fine;14;188.67
31172;6471;Fine;9;246.61
31173;6472;Fine;9;186.03
31174;6473;Fine;41;242.52
31175;6474;Fine;39;117.25
31176;6475;Fine;20;62.93
31177;6476;Fine;25;122.09
31178;6477;Fine;14;17.16
31179;6478;Fine;34;108.33
31180;6479;Fine;6;21.50
31181;6480;Fine;42;212.73
31182;6481;Fine;43;23.65
31183;6482;Fine;48;136.26
31184;6483;Fine;24;141.20
31185;6484;Fine;33;106.03
31186;6485;Fine;24;236.93
31187;6486;Fine;34;7.53
31188;6487;Fine;5;107.36
31189;6488;Fine;14;232.82
31190;6489;Fine;42;44.91
31191;6490;Fine;22;160.90
31192;6491;Fine;30;125.35
31193;6492;Fine;5;4.67
31194;6493;Fine;37;222.34
31195;6494;Fine;24;106.18
31196;6495;Fine;20;227.83
31197;6496;Fine;6;221.50
31198;6497;Fine;48;86.32
31199;6498;Fine;6;181.83
31200;6499;Fine;23;126.66
31201;6500;Fine;10;37.04
31202;6501;Fine;16;144.98
31203;6502;Fine;33;25.93
31204;6503;Fine;23;100.78
31205;6504;Fine;10;141.06
31206;6505;Fine;46;201.21
31207;6506;Fine;22;185.96
31208;6507;Fine;46;12.27
31209;6508;Fine;49;32.97
31210;6509;Fine;18;161.58
31211;6510;Fine;16;174.90
31212;6511;Fine;13;249.59
31213;6512;Fine;21;249.81
31214;6513;Fine;39;189.54
31215;6514;Fine;19;71.11
31216;6515;Fine;27;178.64
31217;6516;Fine;21;103.61
31218;6517;Fine;45;182.34
31219;6518;Fine;38;53.86
31220;6519;Fine;0;174.17
31221;6520;Fine;4;114.61
31222;6521;Fine;42;90.89
31223;6522;Fine;3;141.37
31224;6523;Fine;16;99.11
31225;6524;Fine;41;157.20
31226;6525;Fine;32;23.46
31227;6526;Fine;27;3.01
31228;6527;Fine;10;147.12
31229;6528;Fine;40;166.27
31230;6529;Fine;36;243.38
31231;6530;Fine;48;32.99
31232;6531;Fine;13;95.78
31233;6532;Fine;46;19.05
31234;6533;Fine;25;101.41
31235;6534;Fine;35;174.22
31236;6535;Fine;28;188.81
31237;6536;Fine;33;214.44
31238;6537;Fine;13;156.35
31239;6538;Fine;21;90.83
31240;6539;Fine;12;248.80
31241;6540;Fine;34;74.44
31242;6541;Fine;41;29.34
31243;6542;Fine;25;87.97
31244;6543;Fine;2;217.55
31245;6544;Fine;1;188.83
31246;6545;Fine;11;87.65
31247;6546;Fine;32;12.10
31248;6547;Fine;27;14.10
31249;6548;Fine;23;142.08
31250;6549;Fine;26;172.39
31251;6550;Fine;44;5.81
31252;6551;Fine;0;193.07
31253;6552;Fine;13;120.23
31254;6553;Fine;8;54.56
31255;6554;Fine;24;215.23
31256;6555;Fine;33;45.03
31257;6556;Fine;27;243.45
31258;6557;Fine;3;23.34
31259;6558;Fine;36;52.04
31260;6559;Fine;45;63.09
31261;6560;Fine;7;138.34
31262;6561;Fine;4;163.01
31263;6562;Fine;22;83.46
31264;6563;Fine;22;95.70
31265;6564;Fine;48;81.45
31266;6565;Fine;27;103.54
31267;6566;Fine;20;225.86
31268;6567;Fine;45;163.08
31269;6568;Fine;6;204.74
31270;6569;Fine;39;142.27
31271;6570;Fine;36;59.42
31272;6571;Fine;7;213.68
31273;6572;Fine;26;154.93
31274;6573;Fine;0;49.89
31275;6574;Fine;26;83.66
31276;6575;Fine;24;188.34
31277;6576;Fine;14;79.27
31278;6577;Fine;17;165.63
31279;6578;Fine;14;116.08
31280;6579;Fine;30;178.92
31281;6580;Fine;26;44.31
31282;6581;Fine;41;186.98
31283;6582;Fine;39;12.05
31284;6583;Fine;32;94.26
31285;6584;Fine;16;233.36
31286;6585;Fine;5;23.61
31287;6586;Fine;17;178.30
31288;6587;Fine;24;9.16
31289;6588;Fine;24;30.83
31290;6589;Fine;6;195.60
31291;6590;Fine;17;67.94
31292;6591;Fine;4;182.13
31293;6592;Fine;48;220.34
31294;6593;Fine;4;169.53
31295;6594;Fine;0;229.68
31296;6595;Fine;21;32.87
31297;6596;Fine;31;153.39
31298;6597;Fine;36;171.31
31299;6598;Fine;33;202.46
31300;6599;Fine;11;150.26
31301;6600;Fine;24;137.46
31302;6601;Fine;19;122.98
31303;6602;Fine;40;80.49
31304;6603;Fine;5;178.28
31305;6604;Fine;34;150.17
31306;6605;Fine;26;143.88
31307;6606;Fine;30;79.64
31308;6607;Fine;35;94.14
31309;6608;Fine;40;11.64
31310;6609;Fine;17;145.65
31311;6610;Fine;28;240.35
31312;6611;Fine;28;136.90
31313;6612;Fine;36;98.34
31314;6613;Fine;30;48.40
31315;6614;Fine;49;227.20
31316;6615;Fine;2;234.27
31317;6616;Fine;27;159.08
31318;6617;Fine;42;204.18
31319;6618;Fine;7;182.93
31320;6619;Fine;33;14.53
31321;6620;Fine;22;68.61
31322;6621;Fine;17;248.15
31323;6622;Fine;32;180.75
31324;6623;Fine;25;248.31
31325;6624;Fine;30;194.20
31326;6625;Fine;26;32.80
31327;6626;Fine;33;140.07
31328;6627;Fine;13;15.25
31329;6628;Fine;30;237.72
31330;6629;Fine;21;209.31
31331;6630;Fine;39;94.91
31332;6631;Fine;32;155.09
31333;6632;Fine;4;177.06
31334;6633;Fine;45;166.82
31335;6634;Fine;19;177.60
31336;6635;Fine;14;141.72
31337;6636;Fine;37;78.93
31338;6637;Fine;10;30.17
31339;6638;Fine;36;45.71
31340;6639;Fine;12;46.11
31341;6640;Fine;29;212.05
31342;6641;Fine;14;183.01
31343;6642;Fine;8;84.35
31344;6643;Fine;17;179.28
31345;6644;Fine;5;17.59
31346;6645;Fine;14;203.38
31347;6646;Fine;1;234.07
31348;6647;Fine;41;246.65
31349;6648;Fine;1;156.19
31350;6649;Fine;37;182.41
31351;6650;Fine;35;191.87
31352;6651;Fine;26;147.07
31353;6652;Fine;41;80.75
31354;6653;Fine;8;195.90
31355;6654;Fine;26;15.52
31356;6655;Fine;2;226.21
31357;6656;Fine;11;112.20
31358;6657;Fine;46;167.56
31359;6658;Fine;45;42.12
31360;6659;Fine;30;238.57
31361;6660;Fine;45;129.14
31362;6661;Fine;33;14.80
31363;6662;Fine;18;4.88
31364;6663;Fine;26;211.34
31365;6664;Fine;33;124.95
31366;6665;Fine;29;157.38
31367;6666;Fine;18;29.06
31368;6667;Fine;0;109.84
31369;6668;Fine;42;120.61
31370;6669;Fine;30;76.21
31371;6670;Fine;20;97.34
31372;6671;Fine;4;183.35
31373;6672;Fine;19;147.81
31374;6673;Fine;49;117.23
31375;6674;Fine;40;219.37
31376;6675;Fine;36;202.92
31377;6676;Fine;39;169.85
31378;6677;Fine;30;143.48
31379;6678;Fine;29;39.99
31380;6679;Fine;29;15.60
31381;6680;Fine;15;105.84
31382;6681;Fine;44;160.41
31383;6682;Fine;16;107.00
31384;6683;Fine;32;15.19
31385;6684;Fine;30;72.05
31386;6685;Fine;48;155.60
31387;6686;Fine;18;49.82
31388;6687;Fine;38;206.99
31389;6688;Fine;32;46.78
31390;6689;Fine;42;0.87
31391;6690;Fine;44;186.92
31392;6691;Fine;10;95.35
31393;6692;Fine;1;243.56
31394;6693;Fine;31;113.81
31395;6694;Fine;43;169.72
31396;6695;Fine;19;238.23
31397;6696;Fine;31;38.42
31398;6697;Fine;2;166.39
31399;6698;Fine;44;118.38
31400;6699;Fine;0;155.22
31401;6700;Fine;7;245.26
31402;6701;Fine;8;52.31
31403;6702;Fine;30;44.90
31404;6703;Fine;32;246.61
31405;6704;Fine;4;189.74
31406;6705;Fine;6;108.25
31407;6706;Fine;3;193.13
31408;6707;Fine;43;120.88
31409;6708;Fine;32;90.18
31410;6709;Fine;29;75.88
31411;6710;Fine;17;67.45
31412;6711;Fine;29;75.77
31413;6712;Fine;3;165.98
31414;6713;Fine;28;135.09
31415;6714;Fine;8;62.05
31416;6715;Fine;25;4.56
31417;6716;Fine;32;21.68
31418;6717;Fine;23;62.43
31419;6718;Fine;28;196.56
31420;6719;Fine;33;97.55
31421;6720;Fine;29;93.77
31422;6721;Fine;41;171.14
31423;6722;Fine;14;21.40
31424;6723;Fine;22;70.72
31425;6724;Fine;27;119.62
31426;6725;Fine;43;156.72
31427;6726;Fine;42;206.18
31428;6727;Fine;23;37.36
31429;6728;Fine;49;67.48
31430;6729;Fine;33;35.09
31431;6730;Fine;4;126.87
31432;6731;Fine;24;191.57
31433;6732;Fine;26;175.76
31434;6733;Fine;22;203.71
31435;6734;Fine;19;88.00
31436;6735;Fine;20;168.80
31437;6736;Fine;9;103.88
31438;6737;Fine;37;50.24
31439;6738;Fine;14;54.50
31440;6739;Fine;42;42.79
31441;6740;Fine;10;209.73
31442;6741;Fine;11;143.95
31443;6742;Fine;39;45.04
31444;6743;Fine;37;169.33
31445;6744;Fine;15;29.78
31446;6745;Fine;35;65.75
31447;6746;Fine;19;47.85
31448;6747;Fine;0;19.40
31449;6748;Fine;26;70.78
31450;6749;Fine;6;188.36
31451;6750;Fine;12;230.10
31452;6751;Fine;19;180.78
31453;6752;Fine;2;246.65
31454;6753;Fine;33;144.42
31455;6754;Fine;38;140.87
31456;6755;Fine;2;224.00
31457;6756;Fine;12;213.34
31458;6757;Fine;12;128.25
31459;6758;Fine;38;4.45
31460;6759;Fine;8;144.38
31461;6760;Fine;7;196.84
31462;6761;Fine;18;202.60
31463;6762;Fine;31;9.99
31464;6763;Fine;34;178.05
31465;6764;Fine;11;92.63
31466;6765;Fine;12;209.21
31467;6766;Fine;37;83.10
31468;6767;Fine;48;116.01
31469;6768;Fine;17;246.52
31470;6769;Fine;0;112.50
31471;6770;Fine;2;24.86
31472;6771;Fine;1;109.88
31473;6772;Fine;45;79.84
31474;6773;Fine;23;33.86
31475;6774;Fine;25;138.48
31476;6775;Fine;25;177.96
31477;6776;Fine;34;36.41
31478;6777;Fine;17;127.52
31479;6778;Fine;32;182.28
31480;6779;Fine;32;241.00
31481;6780;Fine;14;109.75
31482;6781;Fine;29;181.83
31483;6782;Fine;46;14.99
31484;6783;Fine;25;139.38
31485;6784;Fine;8;158.99
31486;6785;Fine;25;128.62
31487;6786;Fine;23;0.70
31488;6787;Fine;12;55.33
31489;6788;Fine;48;208.63
31490;6789;Fine;24;89.86
31491;6790;Fine;19;99.49
31492;6791;Fine;13;163.80
31493;6792;Fine;41;59.17
31494;6793;Fine;27;194.45
31495;6794;Fine;20;143.94
31496;6795;Fine;14;201.68
31497;6796;Fine;22;76.21
31498;6797;Fine;13;138.15
31499;6798;Fine;36;4.33
31500;6799;Fine;47;35.46
31501;6800;Fine;27;78.17
31502;6801;Fine;10;88.67
31503;6802;Fine;49;130.49
31504;6803;Fine;25;138.25
31505;6804;Fine;18;170.99
31506;6805;Fine;47;167.75
31507;6806;Fine;23;58.45
31508;6807;Fine;14;212.30
31509;6808;Fine;34;215.95
31510;6809;Fine;16;152.04
31511;6810;Fine;49;51.63
31512;6811;Fine;3;204.19
31513;6812;Fine;20;155.45
31514;6813;Fine;27;67.31
31515;6814;Fine;30;88.56
31516;6815;Fine;27;61.14
31517;6816;Fine;17;24.11
