ComicCreatorsID,IssueID,CreatorID,CreatorRole
26929,5867,989,Cover Artist
26930,5868,360,Artist
26931,5868,489,Writer
26932,5868,552,Artist
26933,5868,562,Cover Artist
26934,5868,675,Writer
26935,5869,481,Artist
26936,5869,632,Artist
26937,5869,683,Writer
26938,5869,843,Cover Artist
26939,5870,32,Writer
26940,5870,434,Writer
26941,5870,651,Cover Artist
26942,5870,722,Artist
26943,5870,846,Artist
26944,5871,269,Cover Artist
26945,5871,336,Artist
26946,5871,562,Writer
26947,5871,613,Writer
26948,5871,747,Artist
26949,5872,40,Writer
26950,5872,81,Artist
26951,5872,166,Cover Artist
26952,5872,710,Writer
26953,5872,736,Artist
26954,5873,316,Cover Artist
26955,5873,364,Writer
26956,5873,548,Artist
26957,5873,980,Writer
26958,5874,99,Writer
26959,5874,651,Writer
26960,5874,824,Cover Artist
26961,5874,1000,Artist
26962,5875,136,Writer
26963,5875,283,Writer
26964,5875,361,Artist
26965,5875,401,Artist
26966,5875,517,Cover Artist
26967,5876,108,Artist
26968,5876,436,Cover Artist
26969,5876,689,Writer
26970,5876,890,Artist
26971,5876,964,Writer
26972,5877,426,Cover Artist
26973,5877,442,Artist
26974,5877,506,Writer
26975,5877,538,Writer
26976,5877,941,Artist
26977,5878,120,Writer
26978,5878,168,Cover Artist
26979,5878,268,Artist
26980,5878,772,Writer
26981,5879,150,Artist
26982,5879,370,Writer
26983,5879,645,Writer
26984,5879,879,Cover Artist
26985,5879,893,Artist
26986,5880,18,Cover Artist
26987,5880,114,Writer
26988,5880,389,Artist
26989,5880,872,Artist
26990,5880,965,Writer
26991,5881,611,Writer
26992,5881,654,Cover Artist
26993,5881,891,Writer
26994,5881,983,Artist
26995,5882,30,Cover Artist
26996,5882,56,Writer
26997,5882,470,Artist
26998,5882,486,Artist
26999,5882,498,Writer
27000,5882,558,Artist
27001,5883,117,Writer
27002,5883,147,Artist
27003,5883,189,Cover Artist
27004,5883,612,Artist
27005,5883,756,Writer
27006,5884,423,Writer
27007,5884,582,Artist
27008,5884,661,Cover Artist
27009,5884,719,Artist
27010,5885,256,Artist
27011,5885,658,Artist
27012,5885,816,Cover Artist
27013,5885,989,Writer
27014,5886,607,Writer
27015,5886,624,Artist
27016,5886,701,Artist
27017,5886,834,Cover Artist
27018,5887,251,Writer
27019,5887,720,Artist
27020,5887,836,Artist
27021,5887,871,Cover Artist
27022,5887,943,Writer
27023,5888,181,Artist
27024,5888,341,Cover Artist
27025,5888,371,Writer
27026,5888,996,Artist
27027,5889,138,Cover Artist
27028,5889,190,Writer
27029,5889,871,Artist
27030,5889,887,Artist
27031,5890,219,Artist
27032,5890,300,Writer
27033,5890,528,Artist
27034,5890,695,Writer
27035,5890,740,Cover Artist
27036,5891,250,Writer
27037,5891,290,Artist
27038,5891,827,Cover Artist
27039,5891,831,Artist
27040,5892,125,Writer
27041,5892,189,Cover Artist
27042,5892,240,Artist
27043,5892,445,Writer
27044,5892,892,Writer
27045,5892,898,Artist
27046,5893,2,Writer
27047,5893,61,Cover Artist
27048,5893,106,Artist
27049,5893,287,Writer
27050,5893,757,Artist
27051,5893,838,Artist
27052,5894,206,Artist
27053,5894,452,Artist
27054,5894,676,Writer
27055,5894,723,Cover Artist
27056,5894,945,Writer
27057,5895,58,Cover Artist
27058,5895,420,Writer
27059,5895,929,Artist
27060,5896,153,Writer
27061,5896,407,Writer
27062,5896,485,Artist
27063,5896,653,Writer
27064,5896,776,Cover Artist
27065,5897,290,Cover Artist
27066,5897,330,Artist
27067,5897,455,Artist
27068,5897,492,Writer
27069,5897,945,Writer
27070,5897,980,Artist
27071,5898,565,Writer
27072,5898,710,Artist
27073,5898,721,Writer
27074,5898,746,Cover Artist
27075,5899,177,Artist
27076,5899,504,Artist
27077,5899,561,Cover Artist
27078,5899,640,Writer
27079,5899,668,Writer
27080,5900,431,Artist
27081,5900,450,Artist
27082,5900,511,Writer
27083,5900,802,Cover Artist
27084,5901,232,Artist
27085,5901,357,Artist
27086,5901,492,Writer
27087,5901,683,Cover Artist
27088,5902,265,Writer
27089,5902,402,Writer
27090,5902,670,Artist
27091,5902,940,Cover Artist
27092,5902,959,Artist
27093,5903,6,Writer
27094,5903,356,Cover Artist
27095,5903,446,Writer
27096,5903,538,Artist
27097,5904,122,Writer
27098,5904,627,Cover Artist
27099,5904,871,Artist
27100,5904,888,Writer
27101,5904,988,Artist
27102,5905,111,Cover Artist
27103,5905,489,Writer
27104,5905,696,Artist
27105,5905,885,Artist
27106,5905,892,Artist
27107,5906,66,Writer
27108,5906,164,Writer
27109,5906,254,Artist
27110,5906,321,Cover Artist
27111,5906,994,Artist
27112,5907,344,Artist
27113,5907,362,Writer
27114,5907,499,Artist
27115,5907,879,Writer
27116,5907,906,Cover Artist
27117,5908,457,Writer
27118,5908,499,Writer
27119,5908,512,Artist
27120,5908,563,Artist
27121,5908,858,Cover Artist
27122,5909,62,Writer
27123,5909,274,Cover Artist
27124,5909,558,Writer
27125,5909,616,Artist
27126,5909,680,Writer
27127,5909,903,Artist
27128,5910,71,Artist
27129,5910,114,Writer
27130,5910,261,Cover Artist
27131,5910,404,Writer
27132,5911,23,Artist
27133,5911,146,Cover Artist
27134,5911,660,Writer
27135,5911,806,Artist
27136,5912,331,Writer
27137,5912,734,Cover Artist
27138,5912,736,Writer
27139,5912,919,Artist
27140,5913,294,Cover Artist
27141,5913,373,Artist
27142,5913,738,Writer
27143,5913,811,Writer
27144,5913,959,Artist
27145,5914,176,Artist
27146,5914,476,Cover Artist
27147,5914,786,Writer
27148,5914,938,Writer
27149,5914,970,Artist
27150,5915,57,Writer
27151,5915,151,Writer
27152,5915,611,Cover Artist
27153,5915,665,Artist
27154,5916,68,Artist
27155,5916,162,Artist
27156,5916,426,Cover Artist
27157,5916,530,Writer
27158,5917,62,Writer
27159,5917,171,Artist
27160,5917,298,Cover Artist
27161,5917,606,Artist
27162,5917,647,Writer
27163,5918,422,Writer
27164,5918,464,Writer
27165,5918,568,Cover Artist
27166,5918,706,Artist
27167,5918,747,Artist
27168,5919,60,Writer
27169,5919,67,Artist
27170,5919,684,Artist
27171,5919,770,Cover Artist
27172,5920,75,Cover Artist
27173,5920,117,Writer
27174,5920,703,Artist
27175,5920,943,Writer
27176,5921,271,Artist
27177,5921,512,Writer
27178,5921,623,Writer
27179,5921,686,Cover Artist
27180,5921,736,Artist
27181,5922,39,Writer
27182,5922,84,Writer
27183,5922,217,Artist
27184,5922,289,Cover Artist
27185,5922,561,Artist
27186,5922,854,Artist
27187,5923,152,Cover Artist
27188,5923,526,Writer
27189,5923,570,Writer
27190,5923,736,Artist
27191,5924,11,Cover Artist
27192,5924,15,Writer
27193,5924,124,Writer
27194,5924,495,Artist
27195,5924,891,Artist
27196,5925,45,Artist
27197,5925,273,Writer
27198,5925,374,Artist
27199,5925,639,Cover Artist
27200,5925,770,Writer
27201,5925,892,Artist
27202,5926,18,Cover Artist
27203,5926,252,Writer
27204,5926,463,Writer
27205,5926,544,Artist
27206,5926,903,Artist
27207,5927,146,Writer
27208,5927,580,Cover Artist
27209,5927,658,Writer
27210,5927,659,Artist
27211,5927,790,Artist
27212,5928,140,Cover Artist
27213,5928,463,Artist
27214,5928,634,Artist
27215,5928,791,Writer
27216,5929,71,Artist
27217,5929,97,Cover Artist
27218,5929,312,Writer
27219,5929,537,Writer
27220,5929,708,Artist
27221,5930,42,Artist
27222,5930,220,Cover Artist
27223,5930,244,Writer
27224,5930,461,Artist
27225,5930,686,Writer
27226,5931,268,Writer
27227,5931,776,Cover Artist
27228,5931,937,Artist
27229,5931,986,Writer
27230,5932,378,Artist
27231,5932,445,Writer
27232,5932,560,Cover Artist
27233,5933,77,Artist
27234,5933,78,Writer
27235,5933,213,Cover Artist
27236,5933,315,Writer
27237,5933,566,Artist
27238,5933,633,Artist
27239,5933,943,Writer
27240,5934,129,Writer
27241,5934,249,Artist
27242,5934,333,Artist
27243,5934,584,Cover Artist
27244,5934,854,Writer
27245,5935,23,Writer
27246,5935,86,Artist
27247,5935,95,Writer
27248,5935,258,Writer
27249,5935,440,Cover Artist
27250,5935,886,Artist
27251,5936,284,Writer
27252,5936,443,Artist
27253,5936,516,Cover Artist
27254,5936,756,Artist
27255,5936,990,Writer
27256,5937,141,Writer
27257,5937,325,Artist
27258,5937,582,Cover Artist
27259,5937,605,Writer
27260,5937,934,Artist
27261,5938,119,Writer
27262,5938,450,Artist
27263,5938,629,Writer
27264,5938,809,Cover Artist
27265,5939,32,Artist
27266,5939,57,Writer
27267,5939,428,Artist
27268,5939,550,Writer
27269,5939,938,Cover Artist
27270,5940,214,Artist
27271,5940,737,Cover Artist
27272,5940,771,Writer
27273,5940,824,Artist
27274,5940,875,Writer
27275,5941,104,Cover Artist
27276,5941,199,Artist
27277,5941,818,Writer
27278,5941,890,Writer
27279,5942,8,Writer
27280,5942,269,Artist
27281,5942,503,Cover Artist
27282,5942,510,Writer
27283,5942,782,Artist
27284,5942,866,Artist
27285,5943,105,Writer
27286,5943,393,Cover Artist
27287,5943,477,Writer
27288,5943,613,Artist
27289,5944,467,Artist
27290,5944,603,Writer
27291,5944,794,Artist
27292,5944,851,Cover Artist
27293,5945,175,Writer
27294,5945,459,Cover Artist
27295,5945,731,Writer
27296,5945,783,Artist
27297,5946,278,Artist
27298,5946,445,Cover Artist
27299,5946,465,Writer
27300,5947,38,Cover Artist
27301,5947,198,Writer
27302,5947,317,Artist
27303,5947,492,Artist
27304,5948,40,Artist
27305,5948,297,Artist
27306,5948,854,Cover Artist
27307,5948,954,Writer
27308,5949,83,Artist
27309,5949,402,Artist
27310,5949,524,Cover Artist
27311,5949,576,Writer
27312,5949,843,Writer
27313,5949,848,Artist
27314,5950,15,Cover Artist
27315,5950,615,Artist
27316,5950,763,Writer
27317,5950,901,Artist
27318,5951,6,Writer
27319,5951,262,Artist
27320,5951,372,Writer
27321,5951,452,Artist
27322,5951,872,Cover Artist
27323,5952,147,Writer
27324,5952,252,Writer
27325,5952,303,Artist
27326,5952,416,Cover Artist
27327,5952,538,Artist
27328,5953,11,Writer
27329,5953,111,Writer
27330,5953,289,Artist
27331,5953,306,Cover Artist
27332,5953,755,Writer
27333,5953,953,Artist
27334,5954,17,Artist
27335,5954,140,Writer
27336,5954,721,Cover Artist
27337,5955,7,Writer
27338,5955,38,Cover Artist
27339,5955,745,Writer
27340,5955,773,Artist
27341,5955,799,Artist
27342,5956,324,Artist
27343,5956,550,Cover Artist
27344,5956,640,Writer
27345,5956,650,Writer
27346,5956,895,Artist
27347,5956,925,Artist
27348,5957,149,Artist
27349,5957,325,Writer
27350,5957,591,Cover Artist
27351,5957,939,Artist
27352,5958,396,Cover Artist
27353,5958,615,Artist
27354,5958,713,Artist
27355,5958,915,Writer
27356,5959,41,Cover Artist
27357,5959,91,Artist
27358,5959,207,Writer
27359,5959,498,Writer
27360,5959,778,Writer
27361,5960,53,Artist
27362,5960,109,Writer
27363,5960,365,Writer
27364,5960,511,Artist
27365,5960,667,Artist
27366,5960,792,Cover Artist
27367,5961,12,Cover Artist
27368,5961,392,Writer
27369,5961,415,Artist
27370,5961,519,Writer
27371,5961,793,Artist
27372,5962,75,Artist
27373,5962,172,Artist
27374,5962,193,Cover Artist
27375,5962,535,Writer
27376,5962,695,Writer
27377,5963,335,Writer
27378,5963,508,Cover Artist
27379,5963,921,Artist
27380,5964,186,Cover Artist
27381,5964,270,Artist
27382,5964,314,Artist
27383,5964,637,Writer
27384,5965,245,Cover Artist
27385,5965,282,Writer
27386,5965,470,Artist
27387,5965,556,Writer
27388,5966,351,Writer
27389,5966,378,Writer
27390,5966,685,Artist
27391,5966,874,Artist
27392,5966,988,Cover Artist
27393,5967,415,Writer
27394,5967,778,Cover Artist
27395,5967,912,Writer
27396,5968,107,Artist
27397,5968,310,Writer
27398,5968,581,Writer
27399,5968,679,Cover Artist
27400,5968,757,Artist
27401,5969,16,Artist
27402,5969,169,Cover Artist
27403,5969,611,Artist
27404,5969,866,Writer
27405,5970,285,Artist
27406,5970,300,Writer
27407,5970,447,Cover Artist
27408,5970,533,Artist
27409,5970,634,Writer
27410,5970,640,Artist
27411,5971,706,Artist
27412,5971,799,Cover Artist
27413,5971,908,Writer
27414,5971,911,Writer
27415,5972,196,Writer
27416,5972,271,Artist
27417,5972,390,Writer
27418,5972,850,Artist
27419,5972,943,Cover Artist
27420,5973,226,Cover Artist
27421,5973,647,Artist
27422,5973,716,Writer
27423,5973,756,Writer
27424,5973,878,Artist
27425,5974,663,Writer
27426,5974,708,Cover Artist
27427,5974,832,Writer
27428,5974,979,Artist
27429,5975,138,Cover Artist
27430,5975,272,Writer
27431,5975,732,Artist
27432,5976,163,Artist
27433,5976,521,Artist
27434,5976,675,Cover Artist
27435,5976,758,Writer
27436,5977,185,Writer
27437,5977,275,Writer
27438,5977,324,Artist
27439,5977,705,Writer
27440,5977,788,Cover Artist
27441,5977,794,Artist
27442,5978,293,Writer
27443,5978,600,Writer
27444,5978,694,Artist
27445,5978,881,Artist
27446,5978,979,Cover Artist
27447,5979,14,Writer
27448,5979,308,Cover Artist
27449,5979,350,Artist
27450,5979,613,Artist
27451,5979,648,Writer
27452,5980,118,Artist
27453,5980,286,Writer
27454,5980,551,Cover Artist
27455,5980,685,Artist
27456,5980,687,Writer
27457,5981,261,Writer
27458,5981,427,Cover Artist
27459,5981,570,Writer
27460,5981,698,Artist
27461,5981,867,Writer
27462,5981,890,Artist
27463,5982,93,Artist
27464,5982,253,Writer
27465,5982,529,Cover Artist
27466,5982,826,Writer
27467,5982,844,Artist
27468,5983,89,Writer
27469,5983,189,Artist
27470,5983,533,Cover Artist
27471,5983,931,Writer
27472,5983,983,Artist
27473,5984,240,Writer
27474,5984,344,Artist
27475,5984,646,Writer
27476,5984,682,Artist
27477,5984,967,Cover Artist
27478,5985,174,Cover Artist
27479,5985,481,Artist
27480,5985,704,Artist
27481,5985,777,Writer
27482,5985,840,Writer
27483,5986,529,Artist
27484,5986,693,Cover Artist
27485,5986,713,Artist
27486,5986,860,Writer
27487,5987,69,Artist
27488,5987,98,Writer
27489,5987,721,Cover Artist
27490,5987,795,Artist
27491,5987,835,Artist
27492,5988,575,Artist
27493,5988,663,Cover Artist
27494,5988,681,Writer
27495,5989,244,Cover Artist
27496,5989,506,Artist
27497,5989,618,Artist
27498,5989,675,Writer
27499,5990,373,Writer
27500,5990,423,Artist
27501,5990,665,Artist
27502,5990,764,Writer
27503,5990,839,Cover Artist
27504,5991,584,Writer
27505,5991,696,Writer
27506,5991,762,Cover Artist
27507,5991,851,Artist
27508,5992,156,Cover Artist
27509,5992,209,Writer
27510,5992,267,Artist
27511,5992,284,Artist
27512,5992,504,Writer
27513,5992,579,Artist
27514,5993,255,Artist
27515,5993,719,Artist
27516,5993,782,Cover Artist
27517,5993,795,Writer
27518,5993,930,Artist
27519,5993,973,Writer
27520,5994,82,Artist
27521,5994,411,Artist
27522,5994,626,Writer
27523,5994,738,Cover Artist
27524,5994,806,Writer
27525,5995,74,Writer
27526,5995,137,Artist
27527,5995,619,Writer
27528,5995,626,Cover Artist
27529,5995,684,Artist
27530,5996,50,Artist
27531,5996,124,Cover Artist
27532,5996,563,Writer
27533,5996,766,Artist
27534,5996,807,Artist
27535,5997,286,Cover Artist
27536,5997,539,Artist
27537,5997,932,Writer
27538,5998,290,Writer
27539,5998,325,Writer
27540,5998,490,Cover Artist
27541,5998,648,Artist
27542,5999,125,Artist
27543,5999,161,Artist
27544,5999,170,Writer
27545,5999,652,Cover Artist
27546,6000,23,Writer
27547,6000,94,Artist
27548,6000,371,Cover Artist
27549,6000,502,Writer
27550,6000,536,Artist
27551,6001,59,Artist
27552,6001,347,Writer
27553,6001,593,Cover Artist
27554,6001,782,Writer
27555,6002,152,Writer
27556,6002,161,Artist
27557,6002,437,Cover Artist
27558,6002,831,Writer
27559,6002,851,Artist
27560,6002,975,Artist
27561,6003,473,Artist
27562,6003,887,Writer
27563,6003,913,Cover Artist
27564,6004,464,Writer
27565,6004,574,Cover Artist
27566,6004,599,Artist
27567,6005,252,Artist
27568,6005,297,Artist
27569,6005,389,Writer
27570,6005,599,Cover Artist
27571,6006,546,Artist
27572,6006,688,Cover Artist
27573,6006,786,Artist
27574,6006,882,Writer
27575,6006,971,Writer
27576,6007,125,Writer
27577,6007,137,Writer
27578,6007,191,Cover Artist
27579,6007,603,Artist
27580,6007,657,Artist
27581,6008,49,Writer
27582,6008,401,Writer
27583,6008,487,Artist
27584,6008,945,Cover Artist
27585,6008,978,Artist
27586,6009,1,Artist
27587,6009,46,Writer
27588,6009,136,Cover Artist
27589,6009,558,Artist
27590,6009,734,Writer
27591,6010,125,Writer
27592,6010,403,Writer
27593,6010,536,Artist
27594,6010,738,Artist
27595,6010,782,Cover Artist
27596,6011,652,Artist
27597,6011,762,Artist
27598,6011,827,Cover Artist
27599,6011,891,Writer
27600,6012,282,Artist
27601,6012,632,Cover Artist
27602,6012,923,Writer
27603,6013,204,Writer
27604,6013,587,Writer
27605,6013,745,Artist
27606,6013,773,Cover Artist
27607,6014,359,Writer
27608,6014,708,Cover Artist
27609,6014,900,Artist
27610,6015,44,Artist
27611,6015,200,Writer
27612,6015,249,Writer
27613,6015,433,Cover Artist
27614,6016,74,Writer
27615,6016,141,Artist
27616,6016,153,Cover Artist
27617,6016,670,Artist
27618,6016,942,Writer
27619,6017,58,Artist
27620,6017,508,Artist
27621,6017,675,Cover Artist
27622,6017,758,Writer
27623,6018,86,Artist
27624,6018,93,Writer
27625,6018,292,Artist
27626,6018,649,Cover Artist
27627,6018,929,Writer
27628,6019,164,Cover Artist
27629,6019,460,Writer
27630,6019,468,Artist
27631,6019,685,Writer
27632,6019,741,Writer
27633,6019,793,Artist
27634,6020,27,Artist
27635,6020,374,Writer
27636,6020,692,Cover Artist
27637,6020,713,Writer
27638,6020,866,Artist
27639,6021,420,Writer
27640,6021,645,Writer
27641,6021,711,Cover Artist
27642,6021,816,Artist
27643,6021,846,Artist
27644,6022,41,Cover Artist
27645,6022,97,Artist
27646,6022,200,Writer
27647,6022,951,Artist
27648,6022,994,Writer
27649,6023,198,Writer
27650,6023,216,Cover Artist
27651,6023,370,Artist
27652,6023,415,Artist
27653,6024,215,Writer
27654,6024,727,Artist
27655,6024,748,Artist
27656,6024,806,Cover Artist
27657,6024,946,Writer
27658,6025,171,Writer
27659,6025,257,Cover Artist
27660,6025,600,Artist
27661,6025,753,Artist
27662,6025,762,Artist
27663,6026,173,Writer
27664,6026,215,Writer
27665,6026,444,Cover Artist
27666,6026,611,Artist
27667,6026,877,Artist
27668,6027,338,Artist
27669,6027,456,Cover Artist
27670,6027,564,Writer
27671,6028,614,Writer
27672,6028,695,Artist
27673,6028,821,Cover Artist
27674,6028,873,Artist
27675,6029,92,Artist
27676,6029,451,Writer
27677,6029,591,Writer
27678,6029,624,Cover Artist
27679,6029,887,Artist
27680,6030,274,Artist
27681,6030,696,Cover Artist
27682,6030,728,Writer
27683,6030,839,Artist
27684,6031,313,Writer
27685,6031,770,Writer
27686,6031,977,Artist
27687,6031,993,Cover Artist
27688,6032,93,Artist
27689,6032,199,Writer
27690,6032,489,Artist
27691,6032,572,Cover Artist
27692,6032,672,Writer
27693,6032,833,Writer
27694,6033,270,Artist
27695,6033,411,Cover Artist
27696,6033,739,Artist
27697,6033,847,Writer
27698,6034,306,Artist
27699,6034,327,Writer
27700,6034,363,Cover Artist
27701,6034,403,Writer
27702,6034,556,Artist
27703,6035,301,Cover Artist
27704,6035,799,Artist
27705,6035,988,Artist
27706,6036,22,Cover Artist
27707,6036,270,Writer
27708,6036,673,Artist
27709,6036,869,Writer
27710,6036,985,Artist
27711,6037,70,Artist
27712,6037,355,Writer
27713,6037,492,Writer
27714,6037,699,Artist
27715,6037,778,Cover Artist
27716,6038,165,Writer
27717,6038,563,Artist
27718,6038,732,Writer
27719,6038,739,Writer
27720,6038,798,Cover Artist
27721,6039,339,Artist
27722,6039,455,Artist
27723,6039,505,Writer
27724,6039,619,Writer
27725,6039,677,Cover Artist
27726,6039,738,Writer
27727,6040,3,Cover Artist
27728,6040,186,Artist
27729,6040,308,Writer
27730,6041,335,Writer
27731,6041,412,Cover Artist
27732,6041,529,Artist
27733,6041,588,Writer
27734,6041,860,Artist
27735,6041,955,Writer
27736,6042,165,Cover Artist
27737,6042,531,Artist
27738,6042,969,Artist
27739,6042,983,Writer
27740,6043,58,Writer
27741,6043,272,Cover Artist
27742,6043,806,Artist
27743,6044,137,Cover Artist
27744,6044,166,Artist
27745,6044,686,Artist
27746,6044,913,Writer
27747,6044,929,Writer
27748,6045,108,Writer
27749,6045,332,Cover Artist
27750,6045,434,Artist
27751,6045,482,Artist
27752,6045,780,Artist
27753,6046,8,Writer
27754,6046,37,Artist
27755,6046,192,Writer
27756,6046,689,Artist
27757,6046,846,Cover Artist
27758,6046,853,Artist
27759,6046,944,Writer
27760,6047,130,Cover Artist
27761,6047,156,Writer
27762,6047,200,Writer
27763,6047,241,Artist
27764,6047,314,Artist
27765,6048,67,Writer
27766,6048,149,Artist
27767,6048,182,Cover Artist
27768,6048,394,Writer
27769,6048,910,Artist
27770,6049,492,Artist
27771,6049,495,Artist
27772,6049,663,Writer
27773,6049,710,Writer
27774,6049,979,Cover Artist
27775,6050,215,Artist
27776,6050,695,Artist
27777,6050,885,Cover Artist
27778,6050,930,Writer
27779,6051,91,Cover Artist
27780,6051,146,Writer
27781,6051,351,Artist
27782,6051,654,Artist
27783,6051,773,Writer
27784,6052,104,Writer
27785,6052,522,Artist
27786,6052,656,Artist
27787,6052,925,Cover Artist
27788,6053,34,Writer
27789,6053,403,Writer
27790,6053,544,Artist
27791,6053,982,Cover Artist
27792,6054,382,Writer
27793,6054,641,Artist
27794,6054,716,Cover Artist
27795,6054,757,Writer
27796,6054,883,Writer
27797,6055,400,Writer
27798,6055,587,Writer
27799,6055,652,Artist
27800,6055,687,Cover Artist
27801,6055,725,Artist
27802,6056,189,Cover Artist
27803,6056,295,Writer
27804,6056,435,Artist
27805,6056,469,Writer
27806,6056,470,Artist
27807,6056,753,Artist
27808,6057,269,Writer
27809,6057,536,Writer
27810,6057,545,Artist
27811,6057,551,Artist
27812,6057,694,Cover Artist
27813,6058,75,Cover Artist
27814,6058,325,Writer
27815,6058,432,Artist
27816,6058,697,Writer
27817,6058,896,Artist
27818,6059,85,Artist
27819,6059,614,Artist
27820,6059,699,Cover Artist
27821,6059,910,Writer
27822,6059,935,Writer
27823,6060,568,Writer
27824,6060,790,Cover Artist
27825,6060,847,Writer
27826,6060,864,Artist
27827,6060,903,Artist
27828,6061,241,Writer
27829,6061,317,Artist
27830,6061,660,Cover Artist
27831,6061,696,Writer
27832,6062,256,Writer
27833,6062,341,Writer
27834,6062,441,Artist
27835,6062,500,Cover Artist
27836,6062,517,Artist
27837,6063,5,Writer
27838,6063,340,Cover Artist
27839,6063,347,Artist
27840,6063,608,Artist
27841,6063,699,Artist
27842,6064,92,Writer
27843,6064,334,Writer
27844,6064,359,Artist
27845,6064,878,Cover Artist
27846,6065,142,Writer
27847,6065,178,Writer
27848,6065,660,Artist
27849,6065,759,Cover Artist
27850,6065,814,Artist
27851,6066,409,Artist
27852,6066,552,Cover Artist
27853,6066,695,Artist
27854,6066,923,Writer
27855,6067,56,Artist
27856,6067,566,Artist
27857,6067,781,Writer
27858,6067,857,Writer
27859,6067,899,Cover Artist
27860,6068,408,Artist
27861,6068,554,Cover Artist
27862,6068,756,Writer
27863,6069,75,Writer
27864,6069,180,Writer
27865,6069,318,Cover Artist
27866,6069,755,Artist
27867,6069,845,Artist
27868,6070,369,Writer
27869,6070,484,Artist
27870,6070,720,Cover Artist
27871,6070,763,Artist
27872,6070,901,Writer
27873,6071,285,Artist
27874,6071,439,Writer
27875,6071,928,Artist
27876,6071,947,Cover Artist
27877,6072,186,Writer
27878,6072,232,Artist
27879,6072,464,Cover Artist
27880,6072,940,Artist
27881,6073,185,Artist
27882,6073,228,Artist
27883,6073,420,Cover Artist
27884,6073,754,Writer
27885,6073,861,Writer
27886,6074,297,Artist
27887,6074,371,Cover Artist
27888,6074,446,Writer
27889,6075,248,Writer
27890,6075,340,Writer
27891,6075,407,Cover Artist
27892,6075,465,Artist
27893,6075,939,Artist
27894,6076,189,Writer
27895,6076,270,Artist
27896,6076,547,Cover Artist
27897,6076,648,Writer
27898,6076,707,Writer
27899,6076,758,Artist
27900,6077,268,Artist
27901,6077,498,Writer
27902,6077,796,Cover Artist
27903,6077,820,Writer
27904,6077,847,Writer
27905,6078,165,Cover Artist
27906,6078,381,Writer
27907,6078,885,Artist
27908,6079,234,Artist
27909,6079,512,Writer
27910,6079,659,Cover Artist
27911,6079,714,Artist
27912,6080,127,Writer
27913,6080,239,Writer
27914,6080,251,Artist
27915,6080,388,Cover Artist
27916,6080,392,Artist
27917,6081,111,Artist
27918,6081,147,Writer
27919,6081,591,Artist
27920,6081,647,Cover Artist
27921,6082,243,Artist
27922,6082,254,Writer
27923,6082,710,Cover Artist
27924,6082,882,Writer
27925,6082,931,Artist
27926,6083,74,Writer
27927,6083,166,Cover Artist
27928,6083,176,Writer
27929,6083,676,Artist
27930,6083,684,Artist
27931,6083,824,Artist
27932,6084,247,Cover Artist
27933,6084,355,Writer
27934,6084,452,Artist
27935,6084,583,Artist
27936,6084,883,Writer
27937,6085,164,Cover Artist
27938,6085,338,Writer
27939,6085,403,Writer
27940,6085,780,Artist
27941,6085,792,Artist
27942,6086,34,Artist
27943,6086,372,Artist
27944,6086,485,Cover Artist
27945,6086,585,Writer
27946,6086,696,Writer
27947,6087,163,Artist
27948,6087,408,Cover Artist
27949,6087,672,Writer
27950,6087,845,Artist
27951,6088,115,Artist
27952,6088,135,Writer
27953,6088,174,Artist
27954,6088,874,Writer
27955,6088,916,Cover Artist
27956,6089,112,Cover Artist
27957,6089,299,Writer
27958,6089,666,Artist
27959,6089,710,Artist
27960,6089,856,Writer
27961,6090,45,Cover Artist
27962,6090,723,Writer
27963,6090,798,Artist
27964,6090,965,Writer
27965,6091,164,Artist
27966,6091,293,Cover Artist
27967,6091,370,Writer
27968,6091,857,Writer
27969,6091,993,Artist
27970,6092,304,Writer
27971,6092,351,Cover Artist
27972,6092,492,Artist
27973,6092,550,Writer
27974,6092,994,Artist
27975,6093,31,Writer
27976,6093,635,Artist
27977,6093,669,Cover Artist
27978,6093,813,Artist
27979,6094,177,Cover Artist
27980,6094,199,Writer
27981,6094,254,Artist
27982,6094,267,Writer
27983,6095,60,Cover Artist
27984,6095,349,Artist
27985,6095,460,Writer
27986,6095,843,Writer
27987,6096,293,Artist
27988,6096,386,Artist
27989,6096,496,Cover Artist
27990,6096,654,Writer
27991,6096,831,Writer
27992,6096,898,Writer
27993,6097,182,Writer
27994,6097,234,Cover Artist
27995,6097,696,Writer
27996,6097,768,Artist
27997,6098,33,Writer
27998,6098,232,Artist
27999,6098,286,Cover Artist
28000,6098,480,Artist
28001,6098,676,Writer
28002,6098,993,Writer
28003,6099,345,Artist
28004,6099,396,Artist
28005,6099,938,Cover Artist
28006,6099,968,Writer
28007,6100,104,Artist
28008,6100,106,Writer
28009,6100,369,Artist
28010,6100,465,Artist
28011,6100,532,Cover Artist
28012,6100,886,Writer
28013,6101,448,Writer
28014,6101,469,Artist
28015,6101,512,Cover Artist
28016,6101,807,Artist
28017,6102,130,Writer
28018,6102,161,Artist
28019,6102,462,Artist
28020,6102,859,Cover Artist
28021,6103,473,Artist
28022,6103,557,Writer
28023,6103,834,Writer
28024,6103,871,Cover Artist
28025,6104,8,Writer
28026,6104,410,Writer
28027,6104,613,Cover Artist
28028,6104,680,Artist
28029,6104,933,Artist
28030,6105,308,Writer
28031,6105,449,Artist
28032,6105,855,Writer
